ds,yhat,yhat_lower,yhat_upper,growth_percent
2023-01-02,1164.5560380871227,579.621653629607,1679.9085098014991,
2023-01-03,1082.343840027247,512.0920880895832,1646.7077117808997,-7.0595313038705925
2023-01-04,1179.3190619182012,644.3509720996265,1721.553395369619,8.959742579448026
2023-01-05,1133.002862071478,576.0526520330116,1665.3544528156076,-3.9273680331587735
2023-01-06,1171.8960199226256,635.3543242571757,1717.7499741522715,3.432750185647282
2023-01-07,1129.6337581002922,577.3144186468712,1693.9779989600977,-3.6063149890315116
2023-01-08,1106.5006144623708,562.217014150341,1648.9883603791445,-2.047844575468827
2023-01-09,1200.4403435141387,675.005191916819,1738.8912638396505,8.489803604619928
2023-01-10,1143.7569906035774,594.48231188724,1678.9748864764786,-4.7218800348402095
2023-01-11,1260.8080527974573,750.7534609798519,1840.5249905269986,10.233910101140475
2023-01-12,1234.1124154902973,720.8675700690675,1764.7883087230791,-2.1173434963338233
2023-01-13,1287.7927372854872,726.56628447912,1851.458529315083,4.3497108627550185
2023-01-14,1257.9612533084376,703.0462819805664,1824.0907789679134,-2.316481768636991
2023-01-15,1242.8756787046457,698.9989736349941,1759.544277196184,-1.1992082080522604
2023-01-16,1338.568947795021,771.7428927552288,1862.4658880959412,7.6993436053161
2023-01-17,1281.877479233754,711.2471644399596,1837.6973490584066,-4.2352296200096955
2023-01-18,1391.5118155925463,811.4703621225677,1970.4873833671463,8.552637684556764
2023-01-19,1355.6130688163896,857.0102105235732,1934.2444462896883,-2.579837725694767
2023-01-20,1394.5873590529357,869.0249567484702,1928.0076206783908,2.8750305771672258
2023-01-21,1347.7058967032979,773.2917171654527,1881.7776656334393,-3.361672687286865
2023-01-22,1311.884743795405,754.2379218556733,1856.7118842147659,-2.657935458731542
2023-01-23,1381.9171927838852,820.0817729620926,1920.5557593438773,5.338308057906804
2023-01-24,1299.8124445437202,750.6071095490944,1859.3284738423633,-5.94136527636393
2023-01-25,1379.2277985649398,854.7494655871525,1960.6808558492367,6.109754861525207
2023-01-26,1314.4589341356273,766.833239178215,1856.4591504265309,-4.69602370954989
2023-01-27,1322.653353823751,780.7659448456208,1864.420342881742,0.6234062910084326
2023-01-28,1246.6136428168613,736.9478110767739,1795.512635231589,-5.749027951054697
2023-01-29,1182.1922046528798,662.3056657854747,1725.5647293155566,-5.167714835722004
2023-01-30,1223.1198249935762,657.7318466030836,1765.2511466273502,3.462010676403815
2023-01-31,1116.650881768291,597.0421127774695,1692.2689972504957,-8.704702601467895
2023-02-01,1171.3558567229682,652.0634412041812,1716.7428152083512,4.899022232270878
2023-02-02,1087.546882511653,525.2702961526945,1634.6678587727217,-7.154868755749644
2023-02-03,1078.8742191483889,531.2275609958739,1630.2095848748486,-0.797451907841884
2023-02-04,991.3391894903602,460.8648526976198,1573.6792794891037,-8.113552822415626
2023-02-05,919.3126684030088,373.6627570548419,1499.1840441997358,-7.265577902189024
2023-02-06,954.9706435960621,391.7840773912611,1470.1431454039177,3.8787646922125774
2023-02-07,850.258506327108,313.4538044875064,1419.7614564899036,-10.964958762988509
2023-02-08,908.0578308211135,389.6406653048433,1443.024854748536,6.797853131006404
2023-02-09,834.0621619593254,338.546541543485,1409.241308605277,-8.148783739343713
2023-02-10,837.7721356579517,274.4035422595947,1362.8675368503514,0.4448078174306591
2023-02-11,767.733934608741,242.2185381541882,1272.021627037437,-8.36005377455119
2023-02-12,716.1972046328023,163.4243093332022,1243.3359355970535,-6.712837306351894
2023-02-13,773.1727223094916,260.81001508208055,1317.429568150964,7.955283448209083
2023-02-14,694.729938644129,120.9621087035618,1226.4191302076322,-10.145570504744594
2023-02-15,777.5509180678217,222.98795930425106,1333.207633248746,11.92132004348776
2023-02-16,732.2676719252022,219.60191411143344,1248.802509429694,-5.823830322925517
2023-02-17,763.8653824329166,238.57868978824843,1277.4459113001783,4.315049225734757
2023-02-18,723.153784516133,240.90572274920015,1249.4572374554032,-5.329682278193692
2023-02-19,700.0697101647424,161.4297651782064,1253.9743402936424,-3.192139050594367
2023-02-20,782.3597664800911,215.9768456375509,1308.5706553724833,11.75455174256632
2023-02-21,730.2117075974425,193.09173039659885,1281.5128837223144,-6.6654832107826305
2023-02-22,834.1938094805773,273.2931874334225,1361.7157592086287,14.239993799231044
2023-02-23,810.0498145193557,265.97292277975345,1404.8691825904755,-2.894290833476132
2023-02-24,858.5042567152472,280.22356674055794,1450.5313053740092,5.98166203206183
2023-02-25,832.9588936669868,291.4908665234197,1379.716052717291,-2.975566265215779
2023-02-26,821.430366870085,281.2351829738619,1329.0009454254857,-1.3840451052931413
2023-02-27,909.8470192024016,351.18895556248515,1437.8258933416298,10.7637428439872
2023-02-28,863.0021680581174,314.20560777967484,1393.5185946160057,-5.148651383762271
2023-03-01,965.8662601022264,433.2016401861499,1484.0461669780311,11.919331822255842
2023-03-02,939.8263772429107,407.15476048370414,1507.444432638681,-2.69601330276924
2023-03-03,981.8805616985707,431.0751119565923,1583.3823774837917,4.474675905461467
2023-03-04,948.54647454231,412.92266529529775,1463.5297984250578,-3.394922810020351
2023-03-05,926.4219483945283,376.4596152026205,1444.4555100233167,-2.332466225068952
2023-03-06,1000.0846095848008,473.10379418774227,1523.067371527888,7.95130785900835
2023-03-07,939.3568745958015,357.8835726139558,1460.133089814832,-6.072259727525575
2023-03-08,1023.9820897096772,443.56497104554194,1559.739795670204,9.00884609486563
2023-03-09,981.3013692754787,446.2655880047948,1507.4491186496323,-4.168112007339841
2023-03-10,1004.8313991578362,446.8801059501588,1567.0382196375501,2.39783929984021
