ds,yhat,yhat_lower,yhat_upper,growth_percent
2023-05-19,1560.1715098527684,1218.309969013195,1906.3608895255368,
2023-05-20,1601.491406435553,1272.0921870089458,1929.1425842416809,2.6484201462366075
2023-05-21,1613.382018935483,1289.7636630849386,1932.1984648991945,0.7424712022898072
2023-05-22,1520.7169372700407,1187.7174226565394,1836.2066139983847,-5.743530086357551
2023-05-23,1572.6904428258727,1257.4347130631306,1923.6383887285826,3.417697553177357
2023-05-24,1459.1878534653931,1157.1891378296784,1793.7585782233718,-7.217096656131106
2023-05-25,1603.4496878368993,1251.8023157130574,1919.6228451776678,9.886447041681578
2023-05-26,1542.8414336716166,1232.1601736871821,1890.8155780180032,-3.7798662861099785
2023-05-27,1577.1207295332028,1248.178806121472,1914.3101066948964,2.221828835644457
2023-05-28,1583.2394279510088,1250.0035022548902,1881.7935361944737,0.38796639364553354
2023-05-29,1486.4565216631568,1170.7834499455926,1821.3896182989172,-6.112967159560078
2023-05-30,1535.642647163632,1230.6319006130227,1869.83137578384,3.3089515087493027
2023-05-31,1421.4858854409576,1078.9799700512447,1733.8012213771026,-7.433810329084356
2023-06-01,1566.4548522726432,1229.9922205600415,1884.7569335269864,10.198410572801064
2023-06-02,1508.9411341401308,1183.6508551210193,1841.8472124277325,-3.6715847921866662
2023-06-03,1548.0848607473192,1197.1522158654725,1858.8061978779165,2.594118863986994
2023-06-04,1561.0476841721204,1285.6756461612806,1895.1865680785354,0.8373457911437399
2023-06-05,1473.1425780457237,1151.0842019994016,1823.9173144639853,-5.6311608554748265
2023-06-06,1532.5641638133077,1210.3388883627458,1855.6476925433083,4.0336615513763
2023-06-07,1430.4394361814484,1079.4871645686792,1785.8689777656496,-6.663651026378814
2023-06-08,1588.0997818751432,1249.2448520148735,1916.776650014917,11.02181201844996
2023-06-09,1544.606341299049,1208.2088517192979,1887.6418381939618,-2.738709561734176
2023-06-10,1598.1441958240089,1271.9503571430876,1921.8766168511272,3.466116452683554
2023-06-11,1625.7761594785925,1283.8463168811413,1962.1738793480552,1.7290031604649148
2023-06-12,1552.5987315678917,1195.1383301809517,1854.3450134182308,-4.501076454102371
2023-06-13,1625.9066348859917,1291.891605035028,1954.921703809711,4.721625866850343
2023-06-14,1537.0957095302101,1225.237812991994,1865.192564592313,-5.462240171128219
2023-06-15,1706.249735708492,1364.3859912369414,1999.102731567077,11.004781623519143
2023-06-16,1673.0530355561561,1326.7698979910958,1994.8920568304018,-1.9455944494872757
2023-06-17,1734.7558845811432,1416.8850748701097,2073.7510682571983,3.6880390348460024
2023-06-18,1768.4099197147448,1451.1784436658913,2094.3216814716857,1.9399867977232699
2023-06-19,1699.049191406935,1362.0027728308555,2033.4452207065312,-3.922208733085941
2023-06-20,1773.2860040565592,1443.72812407099,2097.593345763851,4.369315086642711
2023-06-21,1683.0612707371888,1356.4640884161981,2001.536224431329,-5.087996697259934
2023-06-22,1847.5397294451748,1521.0908107475607,2173.7310530775876,9.772577004041194
2023-06-23,1807.4018461254461,1509.608930720199,2155.184970134174,-2.1725044760895207
2023-06-24,1859.3711623859574,1504.594022721773,2190.1873825306375,2.8753603617213574
2023-06-25,1880.920939731283,1552.995663481491,2210.8610838598593,1.1589820139876084
2023-06-26,1797.469104801831,1457.267417599064,2127.006481677907,-4.436753994634901
2023-06-27,1855.3936641848945,1532.0128071421968,2190.3889652307826,3.2225621696818862
2023-06-28,1747.6185885687073,1413.1258997119328,2059.5686087937124,-5.808744402689047
