ds,yhat,yhat_lower,yhat_upper,growth_percent
2023-08-13,2445.6185517029594,1932.9230390140765,2936.0901008479846,
2023-08-20,2521.4800066071093,2032.249576694498,3010.950011252167,3.1019332451222015
2023-08-27,2397.842552954906,1899.2367380551766,2857.33778109017,-4.903368391906049
2023-09-03,2213.5743030496333,1668.9533646024063,2693.465903357738,-7.684751848206018
2023-09-10,2207.912804648842,1704.0019100135944,2706.1761868192816,-0.25576274503147367
2023-09-17,2439.705928232104,1938.7111353513712,2916.390116946557,10.49829155821791
2023-09-24,2708.4088845491087,2242.932105401077,3196.169232060485,11.013743632279338
2023-10-01,2765.339836501155,2269.6578833561603,3258.0967465922017,2.1020072809842416
2023-10-08,2565.2235568340298,2052.061380942725,3025.717614607946,-7.236589045067321
2023-10-15,2281.5470077525806,1763.8465169815881,2799.432499241309,-11.058550757718733
2023-10-22,2102.7636101691824,1616.6037997841902,2585.256907422299,-7.836060224746689
2023-10-29,2065.23226919426,1584.0883002751914,2591.057739741148,-1.7848578315421193
2023-11-05,2089.246132150281,1588.2708723885498,2589.1342699724146,1.1627681454633665
2023-11-12,2117.610042461558,1606.022824476456,2610.5587384522796,1.3576145900092929
2023-11-19,2160.6838797356986,1686.131476209991,2658.9831650795986,2.034077871300166
2023-11-26,2219.922256596089,1730.7036545817907,2722.7128394543006,2.741649410909508
2023-12-03,2238.3017393020887,1761.1611779063833,2748.2055101813366,0.8279336202602794
2023-12-10,2170.4561830689404,1666.945869444958,2657.9221855658757,-3.031117522801141
2023-12-17,2071.355281887886,1603.4640308428027,2542.7165239566966,-4.565901949742635
2023-12-24,2051.9949354471178,1574.6995010412375,2545.7366341243196,-0.9346704841055931
2023-12-31,2141.380834123446,1618.5795503709655,2649.0468405687757,4.35604869837809
2024-01-07,2223.89645278101,1715.0250290207582,2703.149222259525,3.853383636514174
2024-01-14,2165.633201729444,1694.6976158319353,2676.2191770569098,-2.6198724755690406
2024-01-21,1983.658192436365,1485.6407108241117,2477.4395037092695,-8.402854608423826
2024-01-28,1840.7112204565433,1358.2053226684964,2341.372309686476,-7.206230011040948
2024-02-04,1858.9454420950417,1344.3880244861964,2378.6931008956994,0.9906074041302393
2024-02-11,1978.2645481423708,1434.7009667892833,2474.5465712440828,6.418644858821443
2024-02-18,2039.1727490155333,1573.220246192159,2549.5279607807297,3.0788703629328396
2024-02-25,1990.2924427924713,1479.7558709514742,2472.603297013437,-2.3970654887704
2024-03-03,1957.299189411393,1464.2171575471377,2462.7705892872646,-1.6577088206589097
2024-03-10,2077.7095685123127,1585.680758476131,2565.871110019303,6.1518637391930975
2024-03-17,2302.7274055850007,1813.3647232446006,2778.291044210353,10.830091004191988
2024-03-24,2420.996282316535,1934.8852143996603,2947.806680418322,5.136034618977781
2024-03-31,2293.02113646165,1809.6555799913967,2809.584286340511,-5.286052968756816
2024-04-07,2006.7854586562166,1496.8456915710688,2479.996000288774,-12.482906208493228
2024-04-14,1800.6213592980519,1337.9517240874695,2289.591080126509,-10.273350271145398
2024-04-21,1805.2822502804502,1302.4480854293063,2284.6947430998257,0.2588490333256477
2024-04-28,1917.9117666885493,1410.4156717583887,2445.50616966627,6.238886821747802
2024-05-05,1956.0390431020692,1458.3541126554233,2426.153170579115,1.9879577922059521
2024-05-12,1862.4385581683312,1362.9876606791227,2356.576938027719,-4.785205349750976
2024-05-19,1749.2438366273439,1265.8264858528696,2238.1222729856736,-6.077769440743963
2024-05-26,1741.117400136023,1246.239663632417,2211.795241587072,-0.4645685364819796
2024-06-02,1811.9432055882523,1301.869049216672,2287.4699863799947,4.067836289884652
2024-06-09,1835.9911872141213,1356.9277631122563,2295.812977660834,1.3271929027191431
2024-06-16,1758.063425728559,1237.7697768373155,2270.5950411258536,-4.244451826798123
2024-06-23,1658.4562763276315,1129.864173706818,2150.8119885970204,-5.665731278133457
2024-06-30,1645.4411955289158,1145.0934355086476,2139.15377705544,-0.784770812742519
2024-07-07,1707.6934431373036,1231.2134308205964,2203.8049687361245,3.783316461113473
2024-07-14,1731.3427746969655,1221.897147603233,2261.377359654212,1.3848698462069597
2024-07-21,1656.7163984281706,1128.1115604613162,2152.3422792862875,-4.310317827263099
2024-07-28,1566.2702249661156,1059.3215355461389,2063.865756916113,-5.459363687585084
2024-08-04,1582.8586527987018,1109.6698501478124,2029.4156202771028,1.059103823093177
2024-08-11,1704.8725264889126,1211.4082807725172,2188.0413194027315,7.708450370756381
2024-08-18,1794.1584143976645,1291.528312987828,2251.121260527473,5.2371005175754215
2024-08-25,1743.42488847938,1302.2857378146523,2223.1946911221953,-2.8277060437451373
2024-09-01,1618.9822298016693,1114.1594874023701,2106.197561813127,-7.137827359241722
2024-09-08,1595.975121853059,1086.252768931059,2088.457127192909,-1.4210846496708562
2024-09-15,1754.924059048368,1266.317911639785,2244.75980692902,9.95936183583841
2024-09-22,1979.4648594481469,1494.695046972011,2497.502183322459,12.794901251826207
2024-09-29,2075.3933271259357,1574.3199650331005,2534.6766044960495,4.84618189708772
2024-10-06,1970.5083660925238,1487.2332564350538,2436.8203197578614,-5.053738954565279
2024-10-13,1770.5102217896758,1244.6882716114071,2282.400133653882,-10.149570930238683
2024-10-20,1628.393443682821,1157.3750475686186,2154.1586337831036,-8.026882666805479
2024-10-27,1597.4051265010892,1089.0078824110792,2081.1989292283047,-1.9029993827319625
2024-11-03,1626.5759306314299,1134.4284554621406,2116.352530235478,1.8261368795175592
2024-11-10,1666.4598042170023,1157.9744324321384,2155.2972815153594,2.4520142487347574
