ds,yhat,yhat_lower,yhat_upper,growth_percent
2024-04-19,3003.351048696296,2789.8143830710515,3216.5701142221824,
2024-04-20,3009.80473762879,2792.4643253628037,3227.8883093273803,0.2148829366881877
2024-04-21,3007.2314816738335,2784.11712358283,3232.9028893000177,-0.08549577727702262
2024-04-22,3004.703546548248,2807.0661593701875,3238.626499364456,-0.08406187355348704
2024-04-23,3018.6967800296898,2803.557924459158,3229.3290828225763,0.4657109516683189
2024-04-24,3024.070345623435,2806.749645849876,3252.711563408487,0.17800945193615636
2024-04-25,3029.3039276452423,2813.3693976131904,3250.0504504127116,0.1730641626568552
2024-04-26,3055.1065040475337,2846.7012282149785,3267.9572994602518,0.851765851779307
2024-04-27,3059.9599040607213,2838.137205488787,3283.5647845256103,0.15886189259712857
2024-04-28,3054.9319100421826,2836.7011445721896,3276.1854012555445,-0.1643156830867687
2024-04-29,3049.319066487483,2833.0373428140724,3285.6727284611643,-0.18373056159612933
2024-04-30,3059.848192799241,2862.7390766432313,3272.395925066437,0.3452943454647084
2024-05-01,3061.504576764998,2842.41830158969,3268.550647475393,0.05413288050220011
2024-05-02,3062.9863995295746,2840.744067706373,3284.770267166099,0.04840178178475707
2024-05-03,3085.244349935722,2863.125019985567,3294.1037478128137,0.7266748037002557
2024-05-04,3086.820274294071,2852.889869168359,3306.0196307489978,0.05107940181081627
2024-05-05,3078.9339376033595,2861.8975907255913,3304.743195573047,-0.25548415488865217
2024-05-06,3071.0233230402814,2851.7984045379676,3275.8212262455236,-0.25692706382767216
2024-05-07,3079.9502930172507,2855.311588376609,3294.0142716029463,0.2906838873542483
2024-05-08,3080.6802073712615,2864.314037546815,3295.587693260824,0.023698900455171312
2024-05-09,3081.9603322343432,2869.9743378433095,3291.5567669402467,0.04155331864756917
2024-05-10,3104.796152805563,2890.162508490373,3326.0024506663185,0.7409511515245271
2024-05-11,3107.5463810105693,2890.9676211145766,3321.090570526789,0.0885799926839459
2024-05-12,3101.418850378628,2893.834801021651,3313.9845747445133,-0.19718227439452507
2024-05-13,3095.7884711032243,2878.8267098373426,3305.447238874592,-0.18154204727027778
2024-05-14,3107.454691391709,2895.3438163912465,3320.622886965532,0.3768416478509229
2024-05-15,3111.1777025805113,2900.594174759403,3329.975976031843,0.11980902566708362
2024-05-16,3115.5883295711465,2900.783375580038,3328.244560629448,0.14176711883018278
2024-05-17,3141.6048779379466,2918.0470513052474,3357.692877379335,0.8350444800382606
2024-05-18,3147.3093979560135,2916.651755483116,3373.4703149718034,0.1815798052176243
2024-05-19,3143.7944837401483,2930.3714670365916,3381.444157835421,-0.11167997077592418
2024-05-20,3140.32273494109,2936.623150216691,3352.1698720256177,-0.11043179880282361
2024-05-21,3153.6167716981217,2936.543894801278,3369.7058529202664,0.4233334557978585
2024-05-22,3158.252224990404,2923.666758820023,3375.5098949256485,0.14698847792422587
2024-05-23,3162.7982400163746,2957.4052794615445,3370.392381312554,0.14394084772582083
2024-05-24,3188.1729308807203,2977.0209463479778,3417.4672314555496,0.802286106755079
2024-05-25,3192.298081096327,2974.019410750583,3392.104137330899,0.1293891612857756
2024-05-26,3186.293024772593,2950.560774997909,3406.684728644186,-0.18811076444564812
2024-05-27,3179.471103522915,2963.9694771811114,3398.026705592546,-0.2141021304895463
2024-05-28,3188.657075136516,2968.706292754053,3409.246247128661,0.28891508412900446
2024-05-29,3188.4312551956773,2964.353296622461,3397.790054419342,-0.00708197637807606
2024-05-30,3187.4946957396833,2983.5900305142018,3393.0142848273035,-0.029373675674138067
2024-05-31,3206.957191870377,2974.370333863069,3436.4092927745337,0.6105891299742927
2024-06-01,3204.764375390635,3008.225212921362,3420.6370868700756,-0.06837685533503945
2024-06-02,3192.2329286675636,2981.459732252124,3405.088279664822,-0.39102552497464194
2024-06-03,3178.878649056138,2969.7030769386606,3397.5157673173185,-0.41833662861813226
2024-06-04,3181.756436167666,2964.8074587522065,3406.938397397328,0.09052837271352754
2024-06-05,3175.5514741293573,2967.0728970076757,3404.417620382577,-0.1950168770863625
2024-06-06,3169.1658008280965,2933.317015793892,3396.3888844276044,-0.20108864092689416
2024-06-07,3183.9365044230576,2983.5761569474516,3396.107486494965,0.46607544455710137
2024-06-08,3177.833841635145,2976.2090561721247,3415.1579628219906,-0.19167036715195263
2024-06-09,3162.337448049975,2935.1624827362416,3378.7674723954497,-0.48764014600575223
2024-06-10,3147.096718378121,2935.2496020044578,3348.6625968076446,-0.48194507772256756
2024-06-11,3149.2951040583825,2936.2614409895273,3358.924443221933,0.06985440477325078
2024-06-12,3143.5910413776605,2941.2269913913246,3379.441261305244,-0.18112188576330235
2024-06-13,3138.9295114060055,2916.0492548136117,3363.9572585055826,-0.1482867812733102
2024-06-14,3156.6948169527423,2961.695602924744,3358.808751555755,0.5659670114343873
2024-06-15,3154.684777925064,2934.7726461851607,3362.183266066081,-0.06367543092489214
2024-06-16,3144.3335065800866,2926.080552640193,3365.4059024751064,-0.3281237928242531
2024-06-17,3135.210024957186,2931.646865916573,3361.1064600245736,-0.29015629556496947
2024-06-18,3144.4129750891593,2921.0940460140414,3345.9974881757425,0.29353536314042916
2024-06-19,3146.367398394683,2940.233712689371,3373.596340070578,0.06215542681597963
2024-06-20,3149.86721709272,2935.3809432124663,3371.467793207535,0.11123363087930382
2024-06-21,3176.1681747281473,2965.0999548375703,3388.6685125448234,0.8349862334737779
2024-06-22,3182.743181992709,2953.4333571286465,3406.460064473199,0.20701067773669646
2024-06-23,3180.856072118836,2982.070055586954,3410.4058816911183,-0.05929193045012271
