ds,yhat,yhat_lower,yhat_upper,growth_percent
2023-01-01,4001.240892700727,2874.6447729427687,5106.6795498797155,
2023-01-02,3551.7497647922933,2353.2482504100017,4703.792934753996,-11.233793214710442
2023-01-03,2785.4334808886038,1600.9438360805614,3992.892010316451,-21.575739695966554
2023-01-04,3438.767560130761,2282.553083819656,4540.443103375687,23.45538257240061
2023-01-05,3427.90578586876,2266.671052556491,4689.1220396217595,-0.3158624150097489
2023-01-06,3381.074788266611,2232.2605523650964,4613.488395933238,-1.3661693327513769
2023-01-07,3443.5563664572096,2268.6005255819287,4542.690375684861,1.8479797728056635
2023-01-08,3932.1553394096763,2752.736323331058,5095.099832319111,14.188789755607978
2023-01-09,3462.737807786128,2352.9330523346675,4663.366143744865,-11.937919311550404
2023-01-10,2676.2739927326593,1506.8058954213743,3777.123613758794,-22.712196496225268
2023-01-11,3303.1663965720554,2120.1646698492395,4421.48759243535,23.424074124760885
2023-01-12,3267.3219805132253,2037.0935912763257,4431.483858035623,-1.0851532062093106
2023-01-13,3194.977690450346,1975.8543101661344,4288.958978536273,-2.21417694657432
2023-01-14,3231.1994138531536,2113.6974199743513,4374.824158887898,1.133708179280024
2023-01-15,3691.980084024513,2575.5632228583972,4802.549710732493,14.260360044503905
2023-01-16,3198.5432311205045,1988.1367461660054,4331.1082588870495,-13.36510061468501
2023-01-17,2389.904443146391,1252.9781605080836,3544.161487311418,-25.28147126811957
2023-01-18,2990.5608040257193,1869.2463852921062,4130.077669289694,25.133070177841255
2023-01-19,2932.2862976966726,1758.8184424685087,4059.725607069782,-1.948614662861925
2023-01-20,2839.385272188621,1682.1022031455757,3984.0684526620894,-3.1682112889531266
2023-01-21,2856.706668797637,1675.0217107418048,3882.0102469077624,0.6100403766504225
2023-01-22,3299.3726633816627,2033.1153025308504,4421.783349886628,15.495675472005676
2023-01-23,2793.8493920652336,1667.9375981510204,3881.813993636269,-15.321799714443218
2023-01-24,1977.0304321821873,858.973386019393,3087.398630250746,-29.23632756307053
2023-01-25,2567.2922964730483,1531.2879899179363,3683.391127595951,29.855982724522235
2023-01-26,2504.019055283315,1318.9067441276477,3694.188039651197,-2.4645904666429352
2023-01-27,2409.290744511786,1328.692475279175,3638.678746772964,-3.7830507148760906
2023-01-28,2427.420663176329,1285.3802432848938,3528.5698682060765,0.7525002412366311
2023-01-29,2872.3228978143225,1653.052333588477,4089.63958993104,18.328188491887932
2023-01-30,2375.3588685332998,1184.4797602123185,3520.7827454609323,-17.301816228919964
2023-01-31,1570.9515230977718,352.63525389711697,2699.175809543325,-33.86466592865697
2023-02-01,2171.0153806318017,1006.3257846204542,3338.885717729296,38.19747768860233
2023-02-02,2122.218433429486,1047.9329370195373,3312.7511349528154,-2.2476555273466037
2023-02-03,2044.1129096971279,916.3825187092076,3252.589615077956,-3.6803715631731904
2023-02-04,2080.2022140331965,808.6093705755977,3308.005244154004,1.7655240160591612
2023-02-05,2542.9529116250133,1394.8669635740337,3728.6420502359733,22.24546702575676
2023-02-06,2068.4215507214776,945.6989479133503,3242.079347554732,-18.660642858710965
2023-02-07,1288.402810083176,200.35601140869522,2480.048180426151,-37.710820619047716
2023-02-08,1908.2360750422129,872.7967108665258,3035.47918411975,48.108655158787016
2023-02-09,1881.8053343529677,761.1588369353306,3086.4022993980234,-1.3850875703972032
2023-02-10,1826.111759478786,661.5269968368576,2899.78497167494,-2.9595821553631163
2023-02-11,1883.868578517189,747.120527951032,2976.91659194526,3.1628304641599714
2023-02-12,2366.1547244877997,1253.1673955376878,3596.87626058915,25.60083816198171
2023-02-13,1913.818183784378,712.9668589811644,3044.1237538601117,-19.1169468345456
2023-02-14,1156.15354034693,46.349012417848826,2308.843754798502,-39.589165253892844
2023-02-15,1792.079896502639,676.801186350862,3004.2917041468936,55.00362486152876
2023-02-16,1782.8731270511007,648.3622166262436,2947.431752099155,-0.5137477112212463
2023-02-17,1743.174377964715,611.0887345758944,2835.242614101833,-2.2266726938695913
2023-02-18,1815.1069126717866,732.6752922230925,3094.008799831158,4.126525470794173
2023-02-19,2308.565585099822,1199.254725516533,3410.0847533117703,27.186204238607516
2023-02-20,1869.3911736098694,705.9122284009259,3102.068552400203,-19.023692214963116
2023-02-21,1124.5722408073066,31.2528955906068,2303.5922702826033,-39.84286131854831
2023-02-22,1766.7899171947556,643.4874302120063,2912.9100618587477,57.10772977344831
2023-02-23,1764.8787447293903,649.5486240874493,2930.775904497337,-0.10817202694929362
2023-02-24,1731.268128533774,530.5208100689767,2922.2443195566875,-1.904415036783158
2023-02-25,1807.619048023136,692.2688208728252,2940.141524060826,4.41011523466468
2023-02-26,2302.748132531572,1206.9454518656053,3445.963575153635,27.39122964265748
2023-02-27,1867.5726395679756,709.2101542568367,3018.648043424889,-18.89809340482138
2023-02-28,1126.837135629954,-55.44795192784565,2323.6840401857353,-39.66300899061016
2023-03-01,1767.026432212728,550.8162346649258,2873.1917094936443,56.812939185295704
2023-03-02,1764.5570047389322,646.091982072457,2898.488396384826,-0.13975045470618896
2023-03-03,1729.6539703421445,541.8168871163549,2923.3414888871243,-1.9780054882359344
2023-03-04,1803.510695952339,629.3027452245511,3018.283907625059,4.270028969758899
2023-03-05,2293.8508302552377,1177.8344693862539,3567.892459240151,27.188091282373918
2023-03-06,1856.647450699961,699.4935687077683,2968.3255230512264,-19.05979995685373
2023-03-07,1114.3781146162273,65.54491840079388,2244.0044754846617,-39.97901356037713
2023-03-08,1747.3093711661825,570.0998017503825,2870.6987713809776,56.79681324035386
